Zeitstempel,Zeitstempel,Pegelstand [cm]
1942-12-16,1942-12-16,832.0
1942-12-17,1942-12-17,832.0
1942-12-18,1942-12-18,832.0
1942-12-19,1942-12-19,832.0
1942-12-20,1942-12-20,832.0
1942-12-21,1942-12-21,832.0
1942-12-22,1942-12-22,832.0
1942-12-23,1942-12-23,832.0
1942-12-24,1942-12-24,832.0
1942-12-25,1942-12-25,832.0
1942-12-26,1942-12-26,832.0
1942-12-27,1942-12-27,832.0
1942-12-28,1942-12-28,832.0
1942-12-29,1942-12-29,832.0
1942-12-30,1942-12-30,832.0
1942-12-31,1942-12-31,832.0
1943-01-01,1943-01-01,832.0
1943-01-02,1943-01-02,832.0
1943-01-03,1943-01-03,832.0
1943-01-04,1943-01-04,832.0
1943-01-05,1943-01-05,832.0
1943-01-06,1943-01-06,830.0
1943-01-07,1943-01-07,830.0
1943-01-08,1943-01-08,830.0
1943-01-09,1943-01-09,830.0
1943-01-10,1943-01-10,830.0
1943-01-11,1943-01-11,830.0
1943-01-12,1943-01-12,830.0
1943-01-13,1943-01-13,830.0
1943-01-14,1943-01-14,830.0
1943-01-15,1943-01-15,828.0
1943-01-16,1943-01-16,828.0
1943-01-17,1943-01-17,828.0
1943-01-18,1943-01-18,828.0
1943-01-19,1943-01-19,828.0
1943-01-20,1943-01-20,828.0
1943-01-21,1943-01-21,828.0
1943-01-22,1943-01-22,830.0
1943-01-23,1943-01-23,828.0
1943-01-24,1943-01-24,828.0
1943-01-25,1943-01-25,828.0
1943-01-26,1943-01-26,830.0
1943-01-27,1943-01-27,830.0
1943-01-28,1943-01-28,826.0
1943-01-29,1943-01-29,828.0
1943-01-30,1943-01-30,828.0
1943-01-31,1943-01-31,828.0
1943-02-01,1943-02-01,828.0
1943-02-02,1943-02-02,828.0
1943-02-03,1943-02-03,828.0
1943-02-04,1943-02-04,828.0
1943-02-05,1943-02-05,828.0
1943-02-06,1943-02-06,828.0
1943-02-07,1943-02-07,828.0
1943-02-08,1943-02-08,826.0
1943-02-09,1943-02-09,826.0
1943-02-10,1943-02-10,828.0
1943-02-11,1943-02-11,826.0
1943-02-12,1943-02-12,828.0
1943-02-13,1943-02-13,826.0
1943-02-14,1943-02-14,826.0
1943-02-15,1943-02-15,828.0
1943-02-16,1943-02-16,826.0
1943-02-17,1943-02-17,826.0
1943-02-18,1943-02-18,828.0
1943-02-19,1943-02-19,830.0
1943-02-20,1943-02-20,826.0
1943-02-21,1943-02-21,826.0
1943-02-22,1943-02-22,826.0
1943-02-23,1943-02-23,826.0
1943-02-24,1943-02-24,824.0
1943-02-25,1943-02-25,826.0
1943-02-26,1943-02-26,826.0
1943-02-27,1943-02-27,826.0
1943-02-28,1943-02-28,824.0
1943-03-01,1943-03-01,824.0
1943-03-02,1943-03-02,824.0
1943-03-03,1943-03-03,824.0
1943-03-04,1943-03-04,824.0
1943-03-05,1943-03-05,824.0
1943-03-06,1943-03-06,824.0
1943-03-07,1943-03-07,822.0
1943-03-08,1943-03-08,822.0
1943-03-09,1943-03-09,822.0
1943-03-10,1943-03-10,822.0
1943-03-11,1943-03-11,822.0
1943-03-12,1943-03-12,824.0
1943-03-13,1943-03-13,822.0
1943-03-14,1943-03-14,822.0
1943-03-15,1943-03-15,822.0
1943-03-16,1943-03-16,822.0
1943-03-17,1943-03-17,822.0
1943-03-18,1943-03-18,822.0
1943-03-19,1943-03-19,822.0
1943-03-20,1943-03-20,820.0
1943-03-21,1943-03-21,820.0
1943-03-22,1943-03-22,820.0
1943-03-23,1943-03-23,820.0
1943-03-24,1943-03-24,820.0
1943-03-25,1943-03-25,820.0
1943-03-26,1943-03-26,820.0
1943-03-27,1943-03-27,820.0
1943-03-28,1943-03-28,820.0
1943-03-29,1943-03-29,820.0
1943-03-30,1943-03-30,820.0
1943-03-31,1943-03-31,820.0
1943-04-01,1943-04-01,820.0
1943-04-02,1943-04-02,820.0
1943-04-03,1943-04-03,820.0
1943-04-04,1943-04-04,822.0
1943-04-05,1943-04-05,822.0
1943-04-06,1943-04-06,820.0
1943-04-07,1943-04-07,820.0
1943-04-08,1943-04-08,820.0
1943-04-09,1943-04-09,820.0
1943-04-10,1943-04-10,820.0
1943-04-11,1943-04-11,820.0
1943-04-12,1943-04-12,820.0
1943-04-13,1943-04-13,820.0
1943-04-14,1943-04-14,820.0
1943-04-15,1943-04-15,820.0
1943-04-16,1943-04-16,820.0
1943-04-17,1943-04-17,820.0
1943-04-18,1943-04-18,818.0
1943-04-19,1943-04-19,818.0
1943-04-20,1943-04-20,818.0
1943-04-21,1943-04-21,818.0
1943-04-22,1943-04-22,818.0
1943-04-23,1943-04-23,816.0
1943-04-24,1943-04-24,816.0
1943-04-25,1943-04-25,816.0
1943-04-26,1943-04-26,816.0
1943-04-27,1943-04-27,816.0
1943-04-28,1943-04-28,816.0
1943-04-29,1943-04-29,816.0
1943-04-30,1943-04-30,814.0
1943-05-01,1943-05-01,812.0
1943-05-02,1943-05-02,812.0
1943-05-03,1943-05-03,812.0
1943-05-04,1943-05-04,812.0
1943-05-05,1943-05-05,812.0
1943-05-06,1943-05-06,812.0
1943-05-07,1943-05-07,810.0
1943-05-08,1943-05-08,810.0
1943-05-09,1943-05-09,810.0
1943-05-10,1943-05-10,810.0
1943-05-11,1943-05-11,810.0
1943-05-12,1943-05-12,810.0
1943-05-13,1943-05-13,810.0
1943-05-14,1943-05-14,810.0
1943-05-15,1943-05-15,810.0
1943-05-16,1943-05-16,810.0
1943-05-17,1943-05-17,812.0
1943-05-18,1943-05-18,810.0
1943-05-19,1943-05-19,810.0
1943-05-20,1943-05-20,810.0
1943-05-21,1943-05-21,810.0
1943-05-22,1943-05-22,810.0
1943-05-23,1943-05-23,808.0
1943-05-24,1943-05-24,808.0
1943-05-25,1943-05-25,810.0
1943-05-26,1943-05-26,810.0
1943-05-27,1943-05-27,810.0
1943-05-28,1943-05-28,810.0
1943-05-29,1943-05-29,810.0
1943-05-30,1943-05-30,808.0
1943-05-31,1943-05-31,808.0
1943-06-01,1943-06-01,808.0
1943-06-02,1943-06-02,808.0
1943-06-03,1943-06-03,808.0
1943-06-04,1943-06-04,808.0
1943-06-05,1943-06-05,808.0
1943-06-06,1943-06-06,808.0
1943-06-07,1943-06-07,808.0
1943-06-08,1943-06-08,808.0
1943-06-09,1943-06-09,808.0
1943-06-10,1943-06-10,808.0
1943-06-11,1943-06-11,810.0
1943-06-12,1943-06-12,808.0
1943-06-13,1943-06-13,808.0
1943-06-14,1943-06-14,808.0
1943-06-15,1943-06-15,808.0
1943-06-16,1943-06-16,808.0
1943-06-17,1943-06-17,808.0
1943-06-18,1943-06-18,810.0
1943-06-19,1943-06-19,810.0
1943-06-20,1943-06-20,810.0
1943-06-21,1943-06-21,810.0
1943-06-22,1943-06-22,810.0
1943-06-23,1943-06-23,810.0
1943-06-24,1943-06-24,810.0
1943-06-25,1943-06-25,810.0
1943-06-26,1943-06-26,808.0
1943-06-27,1943-06-27,810.0
1943-06-28,1943-06-28,810.0
1943-06-29,1943-06-29,808.0
1943-06-30,1943-06-30,808.0
1943-07-01,1943-07-01,808.0
1943-07-02,1943-07-02,808.0
1943-07-03,1943-07-03,808.0
1943-07-04,1943-07-04,808.0
1943-07-05,1943-07-05,808.0
1943-07-06,1943-07-06,808.0
1943-07-07,1943-07-07,808.0
1943-07-08,1943-07-08,808.0
1943-07-09,1943-07-09,808.0
1943-07-10,1943-07-10,808.0
1943-07-11,1943-07-11,808.0
1943-07-12,1943-07-12,806.0
1943-07-13,1943-07-13,806.0
1943-07-14,1943-07-14,808.0
1943-07-15,1943-07-15,806.0
1943-07-16,1943-07-16,806.0
1943-07-17,1943-07-17,806.0
1943-07-18,1943-07-18,806.0
1943-07-19,1943-07-19,806.0
1943-07-20,1943-07-20,806.0
1943-07-21,1943-07-21,806.0
1943-07-22,1943-07-22,806.0
1943-07-23,1943-07-23,806.0
1943-07-24,1943-07-24,806.0
1943-07-25,1943-07-25,806.0
1943-07-26,1943-07-26,806.0
1943-07-27,1943-07-27,806.0
1943-07-28,1943-07-28,806.0
1943-07-29,1943-07-29,806.0
1943-07-30,1943-07-30,806.0
1943-07-31,1943-07-31,806.0
1943-08-01,1943-08-01,806.0
1943-08-02,1943-08-02,806.0
1943-08-03,1943-08-03,806.0
1943-08-04,1943-08-04,806.0
1943-08-05,1943-08-05,806.0
1943-08-06,1943-08-06,806.0
1943-08-07,1943-08-07,806.0
1943-08-08,1943-08-08,806.0
1943-08-09,1943-08-09,806.0
1943-08-10,1943-08-10,806.0
1943-08-11,1943-08-11,806.0
1943-08-12,1943-08-12,806.0
1943-08-13,1943-08-13,806.0
1943-08-14,1943-08-14,808.0
1943-08-15,1943-08-15,806.0
1943-08-16,1943-08-16,806.0
1943-08-17,1943-08-17,806.0
1943-08-18,1943-08-18,806.0
1943-08-19,1943-08-19,808.0
1943-08-20,1943-08-20,806.0
1943-08-21,1943-08-21,806.0
1943-08-22,1943-08-22,806.0
1943-08-23,1943-08-23,806.0
1943-08-24,1943-08-24,806.0
1943-08-25,1943-08-25,806.0
1943-08-26,1943-08-26,806.0
1943-08-27,1943-08-27,806.0
1943-08-28,1943-08-28,806.0
1943-08-29,1943-08-29,806.0
1943-08-30,1943-08-30,806.0
1943-08-31,1943-08-31,806.0
1943-09-01,1943-09-01,806.0
1943-09-02,1943-09-02,806.0
1943-09-03,1943-09-03,806.0
1943-09-04,1943-09-04,806.0
1943-09-05,1943-09-05,806.0
1943-09-06,1943-09-06,804.0
1943-09-07,1943-09-07,804.0
1943-09-08,1943-09-08,806.0
1943-09-09,1943-09-09,806.0
1943-09-10,1943-09-10,804.0
1943-09-11,1943-09-11,804.0
1943-09-12,1943-09-12,804.0
1943-09-13,1943-09-13,804.0
1943-09-14,1943-09-14,804.0
1943-09-15,1943-09-15,804.0
1943-09-16,1943-09-16,804.0
1943-09-17,1943-09-17,804.0
1943-09-18,1943-09-18,804.0
1943-09-19,1943-09-19,804.0
1943-09-20,1943-09-20,804.0
1943-09-21,1943-09-21,804.0
1943-09-22,1943-09-22,804.0
1943-09-23,1943-09-23,804.0
1943-09-24,1943-09-24,804.0
1943-09-25,1943-09-25,804.0
1943-09-26,1943-09-26,804.0
1943-09-27,1943-09-27,804.0
1943-09-28,1943-09-28,802.0
1943-09-29,1943-09-29,802.0
1943-09-30,1943-09-30,802.0
1943-10-01,1943-10-01,802.0
1943-10-02,1943-10-02,802.0
1943-10-03,1943-10-03,802.0
1943-10-04,1943-10-04,802.0
1943-10-05,1943-10-05,802.0
1943-10-06,1943-10-06,800.0
1943-10-07,1943-10-07,802.0
1943-10-08,1943-10-08,800.0
1943-10-09,1943-10-09,800.0
1943-10-10,1943-10-10,800.0
1943-10-11,1943-10-11,802.0
1943-10-12,1943-10-12,800.0
1943-10-13,1943-10-13,798.0
1943-10-14,1943-10-14,800.0
1943-10-15,1943-10-15,798.0
1943-10-16,1943-10-16,798.0
1943-10-17,1943-10-17,798.0
1943-10-18,1943-10-18,800.0
1943-10-19,1943-10-19,798.0
1943-10-20,1943-10-20,798.0
1943-10-21,1943-10-21,798.0
1943-10-22,1943-10-22,798.0
1943-10-23,1943-10-23,798.0
1943-10-24,1943-10-24,798.0
1943-10-25,1943-10-25,798.0
1943-10-26,1943-10-26,798.0
1943-10-27,1943-10-27,798.0
1943-10-28,1943-10-28,796.0
1943-10-29,1943-10-29,796.0
1943-10-30,1943-10-30,796.0
1943-10-31,1943-10-31,796.0
1943-11-01,1943-11-01,796.0
1943-11-02,1943-11-02,796.0
1943-11-03,1943-11-03,796.0
1943-11-04,1943-11-04,796.0
1943-11-05,1943-11-05,796.0
1943-11-06,1943-11-06,794.0
1943-11-07,1943-11-07,796.0
1943-11-08,1943-11-08,796.0
1943-11-09,1943-11-09,796.0
1943-11-10,1943-11-10,796.0
1943-11-11,1943-11-11,796.0
1943-11-12,1943-11-12,794.0
1943-11-13,1943-11-13,794.0
1943-11-14,1943-11-14,794.0
1943-11-15,1943-11-15,794.0
1943-11-16,1943-11-16,796.0
1943-11-17,1943-11-17,794.0
1943-11-18,1943-11-18,796.0
1943-11-19,1943-11-19,794.0
1943-11-20,1943-11-20,794.0
1943-11-21,1943-11-21,794.0
1943-11-22,1943-11-22,794.0
1943-11-23,1943-11-23,794.0
1943-11-24,1943-11-24,794.0
1943-11-25,1943-11-25,794.0
1943-11-26,1943-11-26,794.0
1943-11-27,1943-11-27,794.0
1943-11-28,1943-11-28,796.0
1943-11-29,1943-11-29,796.0
1943-11-30,1943-11-30,796.0
1943-12-01,1943-12-01,796.0
1943-12-02,1943-12-02,796.0
1943-12-03,1943-12-03,796.0
1943-12-04,1943-12-04,798.0
1943-12-05,1943-12-05,796.0
1943-12-06,1943-12-06,796.0
1943-12-07,1943-12-07,798.0
1943-12-08,1943-12-08,798.0
1943-12-09,1943-12-09,798.0
1943-12-10,1943-12-10,798.0
1943-12-11,1943-12-11,798.0
1943-12-12,1943-12-12,798.0
1943-12-13,1943-12-13,800.0
1943-12-14,1943-12-14,798.0
1943-12-15,1943-12-15,798.0
1943-12-16,1943-12-16,800.0
1943-12-17,1943-12-17,798.0
1943-12-18,1943-12-18,800.0
1943-12-19,1943-12-19,798.0
1943-12-20,1943-12-20,800.0
1943-12-21,1943-12-21,800.0
1943-12-22,1943-12-22,800.0
1943-12-23,1943-12-23,802.0
1943-12-24,1943-12-24,802.0
1943-12-25,1943-12-25,802.0
1943-12-26,1943-12-26,800.0
1943-12-27,1943-12-27,800.0
1943-12-28,1943-12-28,800.0
1943-12-29,1943-12-29,800.0
1943-12-30,1943-12-30,800.0
1943-12-31,1943-12-31,800.0
1944-01-01,1944-01-01,800.0
1944-01-02,1944-01-02,800.0
1944-01-03,1944-01-03,800.0
1944-01-04,1944-01-04,800.0
1944-01-05,1944-01-05,802.0
1944-01-06,1944-01-06,800.0
1944-01-07,1944-01-07,802.0
1944-01-08,1944-01-08,800.0
1944-01-09,1944-01-09,800.0
1944-01-10,1944-01-10,802.0
1944-01-11,1944-01-11,800.0
1944-01-12,1944-01-12,800.0
1944-01-13,1944-01-13,802.0
1944-01-14,1944-01-14,802.0
1944-01-15,1944-01-15,802.0
1944-01-16,1944-01-16,802.0
1944-01-17,1944-01-17,800.0
1944-01-18,1944-01-18,800.0
1944-01-19,1944-01-19,800.0
1944-01-20,1944-01-20,800.0
1944-01-21,1944-01-21,800.0
1944-01-22,1944-01-22,800.0
1944-01-23,1944-01-23,800.0
1944-01-24,1944-01-24,800.0
1944-01-25,1944-01-25,800.0
1944-01-26,1944-01-26,800.0
1944-01-27,1944-01-27,800.0
1944-01-28,1944-01-28,800.0
1944-01-29,1944-01-29,798.0
1944-01-30,1944-01-30,798.0
1944-01-31,1944-01-31,800.0
1944-02-01,1944-02-01,798.0
1944-02-02,1944-02-02,798.0
1944-02-03,1944-02-03,800.0
1944-02-04,1944-02-04,798.0
1944-02-05,1944-02-05,798.0
1944-02-06,1944-02-06,798.0
1944-02-07,1944-02-07,798.0
1944-02-08,1944-02-08,798.0
1944-02-09,1944-02-09,798.0
1944-02-10,1944-02-10,798.0
1944-02-11,1944-02-11,798.0
1944-02-12,1944-02-12,798.0
1944-02-13,1944-02-13,798.0
1944-02-14,1944-02-14,798.0
1944-02-15,1944-02-15,798.0
1944-02-16,1944-02-16,798.0
1944-02-17,1944-02-17,796.0
1944-02-18,1944-02-18,796.0
1944-02-19,1944-02-19,796.0
1944-02-20,1944-02-20,798.0
1944-02-21,1944-02-21,798.0
1944-02-22,1944-02-22,796.0
1944-02-23,1944-02-23,796.0
1944-02-24,1944-02-24,796.0
1944-02-25,1944-02-25,796.0
1944-02-26,1944-02-26,798.0
1944-02-27,1944-02-27,796.0
1944-02-28,1944-02-28,796.0
1944-02-29,1944-02-29,796.0
1944-03-01,1944-03-01,798.0
1944-03-02,1944-03-02,798.0
1944-03-03,1944-03-03,798.0
1944-03-04,1944-03-04,798.0
1944-03-05,1944-03-05,798.0
1944-03-06,1944-03-06,800.0
1944-03-07,1944-03-07,800.0
1944-03-08,1944-03-08,798.0
1944-03-09,1944-03-09,800.0
1944-03-10,1944-03-10,800.0
1944-03-11,1944-03-11,800.0
1944-03-12,1944-03-12,800.0
1944-03-13,1944-03-13,800.0
1944-03-14,1944-03-14,800.0
1944-03-15,1944-03-15,800.0
1944-03-16,1944-03-16,800.0
1944-03-17,1944-03-17,800.0
1944-03-18,1944-03-18,800.0
1944-03-19,1944-03-19,800.0
1944-03-20,1944-03-20,800.0
1944-03-21,1944-03-21,800.0
1944-03-22,1944-03-22,800.0
1944-03-23,1944-03-23,800.0
1944-03-24,1944-03-24,800.0
1944-03-25,1944-03-25,800.0
1944-03-26,1944-03-26,802.0
1944-03-27,1944-03-27,802.0
1944-03-28,1944-03-28,800.0
1944-03-29,1944-03-29,802.0
1944-03-30,1944-03-30,802.0
1944-03-31,1944-03-31,802.0
1944-04-01,1944-04-01,800.0
1944-04-02,1944-04-02,800.0
1944-04-03,1944-04-03,800.0
1944-04-04,1944-04-04,800.0
1944-04-05,1944-04-05,800.0
1944-04-06,1944-04-06,800.0
1944-04-07,1944-04-07,800.0
1944-04-08,1944-04-08,800.0
1944-04-09,1944-04-09,798.0
1944-04-10,1944-04-10,798.0
1944-04-11,1944-04-11,798.0
1944-04-12,1944-04-12,798.0
1944-04-13,1944-04-13,798.0
1944-04-14,1944-04-14,798.0
1944-04-15,1944-04-15,798.0
1944-04-16,1944-04-16,798.0
1944-04-17,1944-04-17,796.0
1944-04-18,1944-04-18,796.0
1944-04-19,1944-04-19,796.0
1944-04-20,1944-04-20,796.0
1944-04-21,1944-04-21,796.0
1944-04-22,1944-04-22,796.0
1944-04-23,1944-04-23,796.0
1944-04-24,1944-04-24,796.0
1944-04-25,1944-04-25,794.0
1944-04-26,1944-04-26,796.0
1944-04-27,1944-04-27,796.0
1944-04-28,1944-04-28,794.0
1944-04-29,1944-04-29,796.0
1944-04-30,1944-04-30,796.0
1944-05-01,1944-05-01,796.0
1944-05-02,1944-05-02,796.0
1944-05-03,1944-05-03,796.0
1944-05-04,1944-05-04,796.0
1944-05-05,1944-05-05,796.0
1944-05-06,1944-05-06,796.0
1944-05-07,1944-05-07,796.0
1944-05-08,1944-05-08,796.0
1944-05-09,1944-05-09,794.0
1944-05-10,1944-05-10,794.0
1944-05-11,1944-05-11,794.0
1944-05-12,1944-05-12,794.0
1944-05-13,1944-05-13,794.0
1944-05-14,1944-05-14,794.0
1944-05-15,1944-05-15,794.0
1944-05-16,1944-05-16,794.0
1944-05-17,1944-05-17,794.0
1944-05-18,1944-05-18,794.0
1944-05-19,1944-05-19,794.0
1944-05-20,1944-05-20,794.0
1944-05-21,1944-05-21,794.0
1944-05-22,1944-05-22,794.0
1944-05-23,1944-05-23,794.0
1944-05-24,1944-05-24,792.0
1944-05-25,1944-05-25,792.0
1944-05-26,1944-05-26,792.0
1944-05-27,1944-05-27,792.0
1944-05-28,1944-05-28,792.0
1944-05-29,1944-05-29,792.0
1944-05-30,1944-05-30,792.0
1944-05-31,1944-05-31,792.0
1944-06-01,1944-06-01,792.0
1944-06-02,1944-06-02,792.0
1944-06-03,1944-06-03,790.0
1944-06-04,1944-06-04,792.0
1944-06-05,1944-06-05,790.0
1944-06-06,1944-06-06,790.0
1944-06-07,1944-06-07,792.0
1944-06-08,1944-06-08,792.0
1944-06-09,1944-06-09,792.0
1944-06-10,1944-06-10,790.0
1944-06-11,1944-06-11,790.0
1944-06-12,1944-06-12,790.0
1944-06-13,1944-06-13,790.0
1944-06-14,1944-06-14,790.0
1944-06-15,1944-06-15,790.0
1944-06-16,1944-06-16,790.0
1944-06-17,1944-06-17,792.0
1944-06-18,1944-06-18,790.0
1944-06-19,1944-06-19,790.0
1944-06-20,1944-06-20,790.0
1944-06-21,1944-06-21,790.0
1944-06-22,1944-06-22,790.0
1944-06-23,1944-06-23,792.0
1944-06-24,1944-06-24,792.0
1944-06-25,1944-06-25,792.0
1944-06-26,1944-06-26,790.0
1944-06-27,1944-06-27,792.0
1944-06-28,1944-06-28,790.0
1944-06-29,1944-06-29,790.0
1944-06-30,1944-06-30,792.0
1944-07-01,1944-07-01,792.0
1944-07-02,1944-07-02,792.0
1944-07-03,1944-07-03,792.0
1944-07-04,1944-07-04,790.0
1944-07-05,1944-07-05,792.0
1944-07-06,1944-07-06,792.0
1944-07-07,1944-07-07,790.0
1944-07-08,1944-07-08,790.0
1944-07-09,1944-07-09,790.0
1944-07-10,1944-07-10,790.0
1944-07-11,1944-07-11,790.0
1944-07-12,1944-07-12,792.0
1944-07-13,1944-07-13,790.0
1944-07-14,1944-07-14,790.0
1944-07-15,1944-07-15,790.0
1944-07-16,1944-07-16,790.0
1944-07-17,1944-07-17,790.0
1944-07-18,1944-07-18,790.0
1944-07-19,1944-07-19,790.0
1944-07-20,1944-07-20,790.0
1944-07-21,1944-07-21,790.0
1944-07-22,1944-07-22,788.0
1944-07-23,1944-07-23,790.0
1944-07-24,1944-07-24,788.0
1944-07-25,1944-07-25,788.0
1944-07-26,1944-07-26,788.0
1944-07-27,1944-07-27,788.0
1944-07-28,1944-07-28,788.0
1944-07-29,1944-07-29,788.0
1944-07-30,1944-07-30,788.0
1944-07-31,1944-07-31,788.0
1944-08-01,1944-08-01,786.0
1944-08-02,1944-08-02,786.0
1944-08-03,1944-08-03,786.0
1944-08-04,1944-08-04,786.0
1944-08-05,1944-08-05,786.0
1944-08-06,1944-08-06,786.0
1944-08-07,1944-08-07,786.0
1944-08-08,1944-08-08,786.0
1944-08-09,1944-08-09,786.0
1944-08-10,1944-08-10,786.0
1944-08-11,1944-08-11,786.0
1944-08-12,1944-08-12,786.0
1944-08-13,1944-08-13,786.0
1944-08-14,1944-08-14,786.0
1944-08-15,1944-08-15,786.0
1944-08-16,1944-08-16,786.0
1944-08-17,1944-08-17,786.0
1944-08-18,1944-08-18,786.0
1944-08-19,1944-08-19,786.0
1944-08-20,1944-08-20,786.0
1944-08-21,1944-08-21,786.0
1944-08-22,1944-08-22,786.0
1944-08-23,1944-08-23,786.0
1944-08-24,1944-08-24,786.0
1944-08-25,1944-08-25,786.0
1944-08-26,1944-08-26,786.0
1944-08-27,1944-08-27,784.0
1944-08-28,1944-08-28,786.0
1944-08-29,1944-08-29,786.0
1944-08-30,1944-08-30,784.0
1944-08-31,1944-08-31,786.0
1944-09-01,1944-09-01,786.0
1944-09-02,1944-09-02,786.0
1944-09-03,1944-09-03,786.0
1944-09-04,1944-09-04,786.0
1944-09-05,1944-09-05,786.0
1944-09-06,1944-09-06,786.0
1944-09-07,1944-09-07,786.0
1944-09-08,1944-09-08,786.0
1944-09-09,1944-09-09,786.0
1944-09-10,1944-09-10,786.0
1944-09-11,1944-09-11,786.0
1944-09-12,1944-09-12,786.0
1944-09-13,1944-09-13,786.0
1944-09-14,1944-09-14,786.0
1944-09-15,1944-09-15,788.0
1944-09-16,1944-09-16,788.0
1944-09-17,1944-09-17,788.0
1944-09-18,1944-09-18,788.0
1944-09-19,1944-09-19,788.0
1944-09-20,1944-09-20,788.0
1944-09-21,1944-09-21,790.0
1944-09-22,1944-09-22,788.0
1944-09-23,1944-09-23,788.0
1944-09-24,1944-09-24,786.0
1944-09-25,1944-09-25,786.0
1944-09-26,1944-09-26,788.0
1944-09-27,1944-09-27,788.0
1944-09-28,1944-09-28,790.0
1944-09-29,1944-09-29,788.0
1944-09-30,1944-09-30,790.0
1944-10-01,1944-10-01,786.0
1944-10-02,1944-10-02,788.0
1944-10-03,1944-10-03,788.0
1944-10-04,1944-10-04,788.0
1944-10-05,1944-10-05,788.0
1944-10-06,1944-10-06,788.0
1944-10-07,1944-10-07,786.0
1944-10-08,1944-10-08,786.0
1944-10-09,1944-10-09,788.0
1944-10-10,1944-10-10,786.0
1944-10-11,1944-10-11,786.0
1944-10-12,1944-10-12,786.0
1944-10-13,1944-10-13,786.0
1944-10-14,1944-10-14,788.0
1944-10-15,1944-10-15,788.0
1944-10-16,1944-10-16,788.0
1944-10-17,1944-10-17,788.0
1944-10-18,1944-10-18,786.0
1944-10-19,1944-10-19,788.0
1944-10-20,1944-10-20,788.0
1944-10-21,1944-10-21,788.0
1944-10-22,1944-10-22,788.0
1944-10-23,1944-10-23,788.0
1944-10-24,1944-10-24,788.0
1944-10-25,1944-10-25,788.0
1944-10-26,1944-10-26,788.0
1944-10-27,1944-10-27,788.0
1944-10-28,1944-10-28,788.0
1944-10-29,1944-10-29,790.0
1944-10-30,1944-10-30,788.0
1944-10-31,1944-10-31,788.0
1944-11-01,1944-11-01,788.0
1944-11-02,1944-11-02,788.0
1944-11-03,1944-11-03,788.0
1944-11-04,1944-11-04,788.0
1944-11-05,1944-11-05,788.0
1944-11-06,1944-11-06,788.0
1944-11-07,1944-11-07,788.0
1944-11-08,1944-11-08,788.0
1944-11-09,1944-11-09,788.0
1944-11-10,1944-11-10,788.0
1944-11-11,1944-11-11,788.0
1944-11-12,1944-11-12,788.0
1944-11-13,1944-11-13,788.0
1944-11-14,1944-11-14,788.0
1944-11-15,1944-11-15,788.0
1944-11-16,1944-11-16,788.0
1944-11-17,1944-11-17,788.0
1944-11-18,1944-11-18,788.0
1944-11-19,1944-11-19,786.0
1944-11-20,1944-11-20,786.0
1944-11-21,1944-11-21,786.0
1944-11-22,1944-11-22,786.0
1944-11-23,1944-11-23,786.0
1944-11-24,1944-11-24,786.0
1944-11-25,1944-11-25,786.0
1944-11-26,1944-11-26,786.0
1944-11-27,1944-11-27,786.0
1944-11-28,1944-11-28,786.0
1944-11-29,1944-11-29,786.0
1944-11-30,1944-11-30,786.0
1944-12-01,1944-12-01,786.0
1944-12-02,1944-12-02,786.0
1944-12-03,1944-12-03,786.0
1944-12-04,1944-12-04,784.0
1944-12-05,1944-12-05,784.0
1944-12-06,1944-12-06,784.0
1944-12-07,1944-12-07,784.0
1944-12-08,1944-12-08,782.0
1944-12-09,1944-12-09,782.0
1944-12-10,1944-12-10,782.0
1944-12-11,1944-12-11,782.0
1944-12-12,1944-12-12,782.0
1944-12-13,1944-12-13,782.0
1944-12-14,1944-12-14,784.0
1944-12-15,1944-12-15,784.0
1944-12-16,1944-12-16,784.0
1944-12-17,1944-12-17,784.0
1944-12-18,1944-12-18,784.0
1944-12-19,1944-12-19,784.0
1944-12-20,1944-12-20,784.0
1944-12-21,1944-12-21,784.0
1944-12-22,1944-12-22,784.0
1944-12-23,1944-12-23,784.0
1944-12-24,1944-12-24,784.0
1944-12-25,1944-12-25,784.0
1944-12-26,1944-12-26,784.0
1944-12-27,1944-12-27,784.0
1944-12-28,1944-12-28,784.0
1944-12-29,1944-12-29,786.0
1944-12-30,1944-12-30,786.0
1944-12-31,1944-12-31,786.0
1945-01-01,1945-01-01,788.0
1945-01-02,1945-01-02,788.0
1945-01-03,1945-01-03,790.0
1945-01-04,1945-01-04,786.0
1945-01-05,1945-01-05,786.0
1945-01-06,1945-01-06,788.0
1945-01-07,1945-01-07,788.0
1945-01-08,1945-01-08,788.0
1945-01-09,1945-01-09,790.0
1945-01-10,1945-01-10,790.0
1945-01-11,1945-01-11,790.0
1945-01-12,1945-01-12,790.0
1945-01-13,1945-01-13,790.0
1945-01-14,1945-01-14,790.0
1945-01-15,1945-01-15,790.0
1945-01-16,1945-01-16,790.0
1945-01-17,1945-01-17,792.0
1945-01-18,1945-01-18,792.0
1945-01-19,1945-01-19,792.0
1945-01-20,1945-01-20,792.0
1945-01-21,1945-01-21,792.0
1945-01-22,1945-01-22,792.0
1945-01-23,1945-01-23,792.0
1945-01-24,1945-01-24,792.0
1945-01-25,1945-01-25,792.0
1945-01-26,1945-01-26,794.0
1945-01-27,1945-01-27,794.0
1945-01-28,1945-01-28,794.0
1945-01-29,1945-01-29,796.0
